Price,Close,High,Low,Open,Volume
Ticker,COIN,COIN,COIN,COIN,COIN
Date,,,,,
2025-08-29,304.5400085449219,308.2200012207031,301.5,306.19000244140625,6611400
2025-09-02,303.55999755859375,310.4100036621094,295.3999938964844,299.9700012207031,6814900
2025-09-03,302.30999755859375,308.3699951171875,301.1499938964844,305.010009765625,5220800
2025-09-04,306.79998779296875,307.7699890136719,300.010009765625,301.9599914550781,6211800
2025-09-05,299.07000732421875,315.739990234375,292.55999755859375,313.8500061035156,11367000
2025-09-08,302.20001220703125,306.6000061035156,297.1499938964844,301.8800048828125,8824100
2025-09-09,318.7799987792969,319.3900146484375,303.6000061035156,303.7699890136719,10361300
2025-09-10,315.3399963378906,328.6700134277344,312.5299987792969,321.3999938964844,8664800
2025-09-11,323.95001220703125,326.0,315.5299987792969,319.0,7702700
2025-09-12,323.0400085449219,329.489990234375,319.79998779296875,328.0299987792969,6929400
2025-09-15,327.0199890136719,328.44000244140625,320.9599914550781,322.8699951171875,6896900
2025-09-16,327.9100036621094,333.6000061035156,321.29998779296875,332.25,7434900
2025-09-17,320.55999755859375,328.489990234375,311.29998779296875,325.9599914550781,8921200
2025-09-18,343.1300048828125,351.8900146484375,323.5199890136719,325.82000732421875,17324500
2025-09-19,342.4599914550781,349.70001220703125,337.6600036621094,342.760009765625,13272100
2025-09-22,331.95001220703125,336.20001220703125,328.19000244140625,333.44000244140625,8720700
2025-09-23,320.07000732421875,335.67999267578125,317.70001220703125,333.3800048828125,8245900
2025-09-24,321.7699890136719,327.32000732421875,320.760009765625,323.760009765625,4869800
2025-09-25,306.69000244140625,317.989990234375,304.3599853515625,314.3299865722656,8865300
2025-09-26,312.5899963378906,314.239990234375,303.3999938964844,308.5799865722656,6714800
2025-09-29,333.989990234375,334.3800048828125,316.3500061035156,318.010009765625,12066100
2025-09-30,337.489990234375,338.1000061035156,329.6600036621094,330.0,6674700
2025-10-01,346.1700134277344,349.8699951171875,340.5,343.260009765625,8843900
2025-10-02,372.07000732421875,376.1300048828125,353.3999938964844,354.760009765625,15750400
2025-10-03,380.0199890136719,383.5,370.0299987792969,373.3500061035156,13648200
2025-10-06,386.07000732421875,392.8500061035156,380.5,390.3299865722656,8693000
2025-10-07,375.7799987792969,388.0,363.010009765625,386.8399963378906,9146300
2025-10-08,387.2699890136719,390.489990234375,375.6400146484375,378.6199951171875,7122800
2025-10-09,387.0,392.1600036621094,381.79998779296875,384.260009765625,6849000
2025-10-10,357.010009765625,402.1600036621094,351.6300048828125,387.6600036621094,17223600
2025-10-13,356.989990234375,364.8999938964844,341.8399963378906,363.20001220703125,10318400
2025-10-14,341.54998779296875,353.5,334.7699890136719,340.8500061035156,9446000
2025-10-15,336.29998779296875,347.8299865722656,333.1000061035156,345.80999755859375,7947300
2025-10-16,330.25,342.70001220703125,328.7099914550781,338.489990234375,7611900
2025-10-17,336.0199890136719,336.29998779296875,317.7699890136719,319.4100036621094,9571100
2025-10-20,343.7799987792969,354.05999755859375,338.75,342.2099914550781,7544100
2025-10-21,338.6199951171875,344.7900085449219,335.5,342.2799987792969,6030900
2025-10-22,320.3299865722656,334.7200012207031,310.4800109863281,333.8800048828125,12737800
2025-10-23,322.760009765625,328.3900146484375,318.5,323.0,5866800
2025-10-24,354.4599914550781,356.8800048828125,333.0,335.0,13893100
2025-10-27,361.42999267578125,373.25,357.29998779296875,362.82000732421875,9688300
2025-10-28,355.2200012207031,368.1300048828125,354.07000732421875,363.2300109863281,6527800
2025-10-29,348.6099853515625,360.0,345.2099914550781,357.42999267578125,7560500
2025-10-30,328.510009765625,344.2200012207031,328.2099914550781,343.4700012207031,8947700
2025-10-31,343.7799987792969,361.3999938964844,334.42999267578125,336.0,13757300
2025-11-03,330.4200134277344,342.79998779296875,325.8800048828125,340.8699951171875,9341700
2025-11-04,307.32000732421875,325.45001220703125,306.8500061035156,319.0,12420300
2025-11-05,319.29998779296875,324.1400146484375,310.8399963378906,315.8900146484375,8215500
2025-11-06,295.2200012207031,316.6000061035156,294.7200012207031,316.5,12191200
2025-11-07,309.1400146484375,310.92999267578125,283.6499938964844,290.20001220703125,11984200
2025-11-10,317.92999267578125,324.79998779296875,311.6600036621094,323.0199890136719,8949800
2025-11-11,304.010009765625,317.0899963378906,303.5899963378906,312.20001220703125,7095200
2025-11-12,304.0,311.5,301.4599914550781,309.2300109863281,6967600
2025-11-13,283.1400146484375,303.9599914550781,279.8299865722656,301.6600036621094,11109500
2025-11-14,284.0,292.760009765625,268.1600036621094,269.5199890136719,11784800
2025-11-17,263.95001220703125,277.8299865722656,258.2200012207031,274.9200134277344,15822400
2025-11-18,261.7900085449219,271.0,261.0,261.75,10854500
2025-11-19,257.2900085449219,262.82000732421875,247.02000427246094,261.8699951171875,13287300
2025-11-20,238.16000366210938,263.6300048828125,236.0,259.9800109863281,15524200
2025-11-21,240.41000366210938,246.1300048828125,231.1699981689453,243.9199981689453,12396500
2025-11-24,255.97000122070312,257.95001220703125,243.00999450683594,244.67999267578125,10005800
2025-11-25,254.1199951171875,254.3699951171875,240.74000549316406,247.75999450683594,8525300
2025-11-26,264.9700012207031,266.6199951171875,253.83999633789062,256.20001220703125,9929300
2025-11-28,272.82000732421875,279.8699951171875,269.2900085449219,274.010009765625,8977800
2025-12-01,259.8399963378906,265.8999938964844,252.1999969482422,260.5299987792969,12119300
2025-12-02,263.260009765625,272.54998779296875,263.2099914550781,267.67999267578125,9059300
2025-12-03,276.9200134277344,277.5899963378906,264.1300048828125,268.0,9466700
2025-12-04,274.04998779296875,284.239990234375,271.260009765625,273.6000061035156,6469200
2025-12-05,269.7300109863281,274.04998779296875,265.010009765625,270.42999267578125,7173500
2025-12-08,274.20001220703125,276.6300048828125,269.5199890136719,272.80999755859375,5937000
2025-12-09,277.3599853515625,284.739990234375,266.8299865722656,270.6300048828125,7876600
2025-12-10,275.0899963378906,279.44000244140625,270.760009765625,273.20001220703125,6818600
2025-12-11,269.0199890136719,271.1600036621094,258.7200012207031,266.8999938964844,7969600
2025-12-12,267.4599914550781,278.20001220703125,263.1600036621094,271.6600036621094,8180300
2025-12-15,250.4199981689453,268.5799865722656,246.8000030517578,267.989990234375,10885700
2025-12-16,252.61000061035156,257.0,250.32000732421875,253.55999755859375,6907400
2025-12-17,244.19000244140625,259.54998779296875,243.6999969482422,254.77999877929688,8429500
2025-12-18,239.1999969482422,255.41000366210938,239.10000610351562,253.10000610351562,9291500
2025-12-19,245.1199951171875,247.0,240.85000610351562,244.5800018310547,10613000
2025-12-22,247.89999389648438,254.8699951171875,247.42999267578125,251.67999267578125,6233100
2025-12-23,242.3000030517578,245.1999969482422,238.8000030517578,243.25,7004200
2025-12-24,239.72999572753906,241.0,237.13999938964844,240.27999877929688,3869000
2025-12-26,236.89999389648438,240.49000549316406,232.80999755859375,240.39999389648438,5925700
2025-12-29,233.77000427246094,239.88999938964844,232.77999877929688,234.36000061035156,6362600
2025-12-30,231.60000610351562,236.05999755859375,231.5,233.64999389648438,5652100
2025-12-31,226.13999938964844,232.38999938964844,225.47000122070312,231.22000122070312,6678200
2026-01-02,236.52999877929688,238.49000549316406,225.91000366210938,230.60000610351562,8743700
